CLASS,SPECIES_FINAL,STRAIN,SOURCE_FINAL,AUTHOR_FINAL,NONSYNOM_REM,NONSYNOM_ALT,NONSYNOM_REC,SPECIES_TOGASHI,AUTHOR_TOGASHI,SOURCE_VERIFICATION,AUTHOR_VERIFICATION,SPECIES_TOGASHI_ALT,SPECIES_TOGASHI_NON,TITLE_INFO,TITLE_MATCH,SPECIES_CHANGED,AMBIGUOUS,SPORE,PROCESS,CARDINAL,TEMPERATURE,DETAILS,UNCERTAINTY,TEMPERATURE_REFERENCE,DISEASE,HOST_PLANT
fungi,alternaria nelumbii,,SF,Enlows & F.V. Rand (1921),,,,alternaria nelumbii,Enlows et Rand,SF,Enlows & F.V. Rand (1921),,,,,,,,sporulation,min,8,"note:  8 - 18, after 1 month growth covers surface of slants in this temperature range, with production of spores occuring in this range, assumed Trange, however may be <8 and >18",<,"Enlows and Rand, 1921",,
fungi,alternaria nobilis,,MB - LEG,"(Vize) E.G. Simmons, Mycotaxon 82: 7 (2002) [MB#374014]",,,,alternaria dianthi,Stev. Et Hall.,MB - ILL,"F. Stevens & J.G. Hall, Botanical Gazette Crawfordsville 47 (5): 413 (1909) [MB#210395]",,,,,,,,growth in culture,max,36.1,,,"Massachuesetts, 1932",,
fungi,alternaria nobilis,,MB - LEG,"(Vize) E.G. Simmons, Mycotaxon 82: 7 (2002) [MB#374014]",,,,alternaria dianthi,Stev. Et Hall.,MB - ILL,"F. Stevens & J.G. Hall, Botanical Gazette Crawfordsville 47 (5): 413 (1909) [MB#210395]",,,,,,,,growth in culture,min,3.9,note:  about,,"Massachuesetts, 1932",,
fungi,alternaria nobilis,,MB - LEG,"(Vize) E.G. Simmons, Mycotaxon 82: 7 (2002) [MB#374014]",,,,alternaria dianthi,Stev. Et Hall.,MB - ILL,"F. Stevens & J.G. Hall, Botanical Gazette Crawfordsville 47 (5): 413 (1909) [MB#210395]",,,,,,,,growth in culture,opt,26.7,,,"Massachuesetts, 1932",,
fungi,alternaria oryzae,,SF,Hara (1928),,,,alternaria oryzae,Hara,SF,Hara (1928),,,,,,,,disease development,opt,23.5,note:  20-27,,"Ito and Ishiyama, 1929",susu-mai and nyuhaku-mai,rice
fungi,alternaria panax,,SF,Whetzel (1912),,,,alternaria panax,Whetzel,SF,Whetzel (1912),,,,,,,,growth in culture,max,30,,,"Nakata and Takimoto, 1922",,
fungi,alternaria panax,,SF,Whetzel (1912),,,,alternaria panax,Whetzel,SF,Whetzel (1912),,,,,,,,growth in culture,min,10,,,"Nakata and Takimoto, 1922",,
fungi,alternaria panax,,SF,Whetzel (1912),,,,alternaria panax,Whetzel,SF,Whetzel (1912),,,,,,,,growth in culture,opt,25,,,"Nakata and Takimoto, 1922",,
fungi,alternaria papavericola,,SF,"Woudenb. & Crous, Stud. Mycol. 75(1): 190 (2013)",Y,,,pleospora calvescens,(Fr.) Tul.,SF,(Fr. ex Desm.) Tul. & C. Tul. (1863),helminthosporium papaveris,helminthosporium papaveri (Sawada),helminthosporium disease,"N - assume ""helminthosporium disease"" refers to helminthosporium papaveri(s). Species name changed to alternaria papavericola. SF. Woudenb. & Crous, Stud. Mycol. 75(1): 190 (2013).",,Y,,growth in culture,max,36,note:  about,,"Ikeya, 1934",,
fungi,alternaria papavericola,,SF,"Woudenb. & Crous, Stud. Mycol. 75(1): 190 (2013)",Y,,,pleospora calvescens,(Fr.) Tul.,SF,(Fr. ex Desm.) Tul. & C. Tul. (1863),helminthosporium papaveris,helminthosporium papaveri (Sawada),helminthosporium disease,"N - assume ""helminthosporium disease"" refers to helminthosporium papaveri(s). Species name changed to alternaria papavericola. SF. Woudenb. & Crous, Stud. Mycol. 75(1): 190 (2013).",,Y,,growth in culture,opt,28,note:  about,,"Ikeya, 1934",,
fungi,alternaria peglionii,,SF,Curzi (1926),,,,alternaria peglionii,,SF,Curzi (1926),,,,,,Y,,growth in culture,max,40,note:  <40,<,"Bockmann, 1933",,
fungi,alternaria peglionii,,SF,Curzi (1926),,,,alternaria peglionii,,SF,Curzi (1926),,,,,,Y,,growth in culture,min,-2,note:  about,,"Bockmann, 1933",,
fungi,alternaria peglionii,,SF,Curzi (1926),,,,alternaria peglionii,,SF,Curzi (1926),,,,,,Y,,growth in culture,opt,26,,,"Bockmann, 1933",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,disease development,max,34,note:  at various temps the degree of rotting proportional to rate of vegetative growth in culture (34),,"Angell, 1929",rot,onion
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,disease development,min,6,note:  at various temps the degree of rotting proportional to rate of vegetative growth in culture (6),,"Angell, 1929",rot,onion
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,disease development,opt,27,note:  at various temps the degree of rotting proportional to rate of vegetative growth in culture (27),,"Angell, 1929",rot,onion
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,growth in culture,max,34,,,"Angell, 1929",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,growth in culture,min,6,,,"Angell, 1929",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,growth in culture,opt,27,,,"Angell, 1929",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,spore germination,max,36,,,"Brisley, 1925",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,spore germination,min,9,note:  <9,<,"Brisley, 1923",,
fungi,alternaria porri,,SF,(Ellis) Cif. (1930),,,,macrosporium porri,Ell.,SF,Ellis (1879),,,,,,,,spore germination,opt,25,note:  24-26,,"Brisley, 1924",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,disease development,max,34,,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,disease development,min,-0.6,,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,disease development,opt,28,note:  about,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,growth in culture,max,36.3,note:  33.6-39,,"Lauritzen, 1926-b",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,growth in culture,max,36,,,"Neergaard, 1936",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,growth in culture,min,-0.5,note:  <-0.5,<,"Lauritzen, 1926-b",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,growth in culture,opt,28,,,"Lauritzen, 1926-b",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,growth in culture,opt,27.25,note:  25.1-29.4,,"Neergaard, 1936",,
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,infection,max,34,,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,infection,min,-0.6,,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria radicina,,SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,alternaria radicina,"Meier, Drechsler, et Eddy",SF,"Meier, Drechsler & E.D. Eddy (1922)",,,,,,,,infection,opt,28,note:  about,,"Lauritzen, 1926-b",decay,carrot
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,disease development,max,25,,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,disease development,min,5,,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,disease development,opt,15,note:  about,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,disease development,opt,24.75,note:  23.9-25.6,,"Krentzer and Durrell, 1933",colar rot,tomato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,max,37.8,note:  >37.8,>,"Krentzer and Durrell, 1933",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,max,35,,,"Nightingale and Ramsey, 1936",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,max,41,note:  37-45,,"Rands, 1917",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,min,0,note:  <0,<,"Krentzer and Durrell, 1933",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,min,1.7,,,"Nightingale and Ramsey, 1936",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,min,1.5,,,"Pritchard, 1921",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,min,1.5,note:  1-2,,"Rands, 1917",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,opt,25,,,"Bonde, 1929",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,opt,30,,,"Bonde, 1929",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,opt,32,note:  about,,"Krentzer and Durrell, 1933",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,opt,26.7,,,"Nightingale and Ramsey, 1936",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,growth in culture,opt,27,note:  26-28,,"Rands, 1917",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,infection,max,25,,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,infection,min,5,,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,infection,opt,15,note:  about,,"Gratz and Bonde, 1926",tuber rot,potato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,infection,opt,24.75,note:  23.9-25.6,,"Krentzer and Durrell, 1933",colar rot,tomato
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,spore germination,max,41,note:  37-45,,"Rands, 1917",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,spore germination,min,1.5,note:  1-2,,"Rands, 1917",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,spore germination,opt,21,note:  10-32,,"Krentzer and Durrell, 1933",,
fungi,alternaria solani,,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,alternaria solani,(Ell. Et Mart.) Jon. Et Grout,SF,(Ellis & G. Martin) L.R. Jones & Grout (1896),,,,,,,,spore germination,opt,27,note:  26-28,,"Rands, 1917",,
fungi,alternaria sonchi,,SF,Davis (1916),,,,alternaria sonchi,Davis,SF,Davis (1916),,,,,,,,growth in culture,max,25,"note:  no growth at 30, although growth is vigarous 20, midpoint assumed Tmax. However Tmax could be > or < 25.",,"Elliott, J. A., 1916",,
fungi,alternaria tomato,,SF,(Cooke) L.R. Jones (1896),,,,alternaria tomato,(Cke.) Brinkman,SF,(Cooke) L.R. Jones (1896),,,,,,,,disease development,min,2.5,note:  0-5,,"Nightingale and Ramsey, 1936",nailhead,tomato
fungi,alternaria tomato,,SF,(Cooke) L.R. Jones (1896),,,,alternaria tomato,(Cke.) Brinkman,SF,(Cooke) L.R. Jones (1896),,,,,,,,disease development,opt,29.4,,,"Nightingale and Ramsey, 1936",nailhead,tomato
fungi,alternaria tomato,,SF,(Cooke) L.R. Jones (1896),,,,alternaria tomato,(Cke.) Brinkman,SF,(Cooke) L.R. Jones (1896),,,,,,,,growth in culture,max,34.15,note:  33.3-35,,"Nightingale and Ramsey, 1936",,
fungi,alternaria tomato,,SF,(Cooke) L.R. Jones (1896),,,,alternaria tomato,(Cke.) Brinkman,SF,(Cooke) L.R. Jones (1896),,,,,,,,growth in culture,min,1.7,,,"Nightingale and Ramsey, 1936",,
fungi,alternaria tomato,,SF,(Cooke) L.R. Jones (1896),,,,alternaria tomato,(Cke.) Brinkman,SF,(Cooke) L.R. Jones (1896),,,,,,,,growth in culture,opt,29.4,,,"Nightingale and Ramsey, 1936",,
fungi,ampelomyces quisqualis,,SF,Ces. (1852),,,,"cicinobolus cesatii, ampelomyces quisqualis",De Bary; Ces.,SF; SF,de Bary (1870); Ces. (1852),cicinnobolus cesatii,,,,,Y,,infection,opt,25,"note:  noted under ""parasitism"", however states ""Topt temp for infection"" is about 25.",,"Yarwood, 1932",mildew,clover
fungi,ampelomyces quisqualis,,SF,Ces. (1852),,,,"cicinobolus cesatii, ampelomyces quisqualis",De Bary; Ces.,SF; SF,de Bary (1870); Ces. (1852),cicinnobolus cesatii,,,,,Y,,spore germination,opt,25,note:  about,,"Yarwood, 1932",,
fungi,amyloporia sinuosa,,SF,"(Fr.) Rajchenb., Gorjón & Pildain (2011)",,,,polystictus sinuosus,Fr.,SF,(Fr.) Lloyd (1917),,,,,,,,growth in culture,max,42,note:  <42,<,"Humphrey and Siggers, 1933",,
fungi,amyloporia sinuosa,,SF,"(Fr.) Rajchenb., Gorjón & Pildain (2011)",,,,polystictus sinuosus,Fr.,SF,(Fr.) Lloyd (1917),,,,,,,,growth in culture,opt,28,,,"Humphrey and Siggers, 1933",,
fungi,annulohypoxylon annulatum,,SF,"(Schwein.) Y.M. Ju, J.D. Rogers & H.M. Hsieh (2005)",,,,hypoxylon annulatum,Mont.,SF,(Schwein.) Mont. (1850),,,,,,,,growth in culture,max,35,,,"Kitajima, 1928a",,
fungi,annulohypoxylon annulatum,,SF,"(Schwein.) Y.M. Ju, J.D. Rogers & H.M. Hsieh (2005)",,,,hypoxylon annulatum,Mont.,SF,(Schwein.) Mont. (1850),,,,,,,,growth in culture,min,10,,,"Kitajima, 1928a",,
fungi,annulohypoxylon annulatum,,SF,"(Schwein.) Y.M. Ju, J.D. Rogers & H.M. Hsieh (2005)",,,,hypoxylon annulatum,Mont.,SF,(Schwein.) Mont. (1850),,,,,,,,growth in culture,opt,27.5,note:  25-30,,"Kitajima, 1928a",,
fungi,anthracocystis ehrenbergii,. 13 - d,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,max,36,,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,.16 - 2,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,max,39,,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,. 13 - d,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,min,13,,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,.16 - 2,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,min,10,,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,. 13 - d,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,opt,30.5,note:  28-33,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,.16 - 2,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,growth in culture,opt,34.5,note:  33-36,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,spore germination,max,39,note:  >39,>,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,spore germination,min,11.5,note:  10-13,,"Kamat, 1933",,
fungi,anthracocystis ehrenbergii,,SF,(J.G. Kühn) McTaggart & R.G. Shivas (2012),,,,tolyposporium filiferum,Busse,SF,Busse (1904),,,,,,,,spore germination,opt,30.5,note:  about 28-33,,"Kamat, 1933",,
fungi,antrodia heteromorpha,,SF,(Fr.) Donk (1966),,,,trametes heteromorpha,Fr.,SF,(Fr.) Bres. (1915),,,,,,,,growth in culture,max,35,,,"Kitajima, 1928a",,
fungi,antrodia heteromorpha,,SF,(Fr.) Donk (1966),,,,trametes heteromorpha,Fr.,SF,(Fr.) Bres. (1915),,,,,,,,growth in culture,min,4,,,"Kitajima, 1928a",,
fungi,antrodia heteromorpha,,SF,(Fr.) Donk (1966),,,,trametes heteromorpha,Fr.,SF,(Fr.) Bres. (1915),,,,,,,,growth in culture,opt,25,,,"Kitajima, 1928a",,
fungi,antrodia xantha,,SF,(Fr.) Ryvarden (1973),,,,poria xantha,Fr.,SF,(Fr.) Cooke (1886),,,,,,,,growth in culture,max,34,note:  <34,<,"Humphrey and Siggers, 1933",,
fungi,antrodia xantha,,SF,(Fr.) Ryvarden (1973),,,,poria xantha,Fr.,SF,(Fr.) Cooke (1886),,,,,,,,growth in culture,opt,28,,,"Humphrey and Siggers, 1933",,
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,max,30,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Drechsler, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,max,30,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Linford, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,max,30,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, L. R., Johnson, and Dickson, 1926",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,min,10,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Drechsler, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,min,10,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Linford, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,min,10,"note:  soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, L. R., Johnson, and Dickson, 1926",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,opt,22.5,"note:  15-30, soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Drechsler, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,opt,22.5,"note:  15-30, soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, F. R. and Linford, 1925",root rot,pea
oomycete,aphanomyces euteiches,,SF,Drechsler (1925),,,,aphanomyces euteiches,Dreschsler,SF,Drechsler (1925),,,,,,,,disease development,opt,22.5,"note:  15-30, soil temp. Author mentions infection and disease development, so log under both ""infection"" and ""disease development"".",,"Jones, L. R., Johnson, and Dickson, 1926",root rot,pea
